,Unnamed: 0,name,Background,Clothes,Eyes,Eyewear,Fur,Hat,Mouth,trait_1_rarity,trait_3_rarity,trait_4_rarity,Eyewear_rarity,trait_0_rarity,trait_5_rarity,trait_2_rarity,rarity_rank,overall_rarity,min_rarity,mean_rarity,trait_n,mint,pred_SOL
7083,7083,Okay Bear #9264,Cream,Loose Overalls,Tired,,Tan,Runner Cap,Pouting,13.26,2.68,4.54,66.72,14.13,3.39,12.31,7084,6.34731602106699e-08,2.68,16.71857142857143,6,39aTqmhzs8MNAURNRgBTbmVDSg21Wtndoxz2BEXidaDt,99.22494
2222,2222,Okay Bear #1702,White,Faded Denim Jacket,Interested,Circle Sunglasses,Tan,Bandana,Clean Smile,12.65,1.93,6.710000000000001,2.82,14.13,4.24,7.969999999999999,2223,2.2058999093551257e-09,1.93,7.207142857142857,7,8jF221r9dWKuiRxPVseu3h6s1JraNnpXiEuB72UBGw6r,99.22458
8375,8375,Okay Bear #7987,White,Okay Tee,Okay,,Grizzly,Backwards Flat Cap,Wry,12.65,2.73,20.23,66.72,14.4,3.03,9.22,8376,1.8751721083202442e-07,2.73,18.42571428571429,6,CpKBe72CvdjfJUDhGtjev8jadNy1pAVyQ2ZePQdMJiDJ,99.22451
2561,2561,Okay Bear #7978,Purple,Overalls,Sarcastic,,Pink,Flat Cap,Proud,11.87,1.39,9.65,66.72,4.26,1.22,5.28,2562,2.9150917106584458e-09,1.22,14.34142857142857,6,HPGeSGEfYZGZwTV1QAf9mutHzRUjUBpwCpaJp6DevLJR,99.22431
6683,6683,Okay Bear #2151,Warm Grey,Sleeveless Tee,Closed,,Dark Brown,Sticky Note,Okay,12.27,2.86,3.1,66.72,12.68,2.3,23.05,6684,4.879174455106175e-08,2.3,17.568571428571428,6,F9kKrESaU6mAGX3E4ou1ygXRKa44QfijM4hcpF8rnqnK,99.22415
1086,1086,Okay Bear #6251,White,Striped Tee,Happy,Aviator Sunglasses,Tan,Okay Beanie,Ahh,12.65,3.5700000000000003,7.88,4.09,14.13,3.01,1.13,1087,6.995123203862027e-10,1.13,6.637142857142857,7,kZTta7oB3kQPBUpFMWPoa1XcEDF9aGmVq7c6Wogn9nz,99.22221
6680,6680,Okay Bear #1586,White,Utility Vest,Annoyed,,Red Panda,Sweatband,Okay,12.65,1.97,13.089999999999998,66.72,2.76,3.52,23.05,6681,4.873883130241704e-08,1.97,17.68,6,8i8qBSPXahW3AEvCkM5BU3oKz4H33yRkKZ73RgrUav6P,99.21746
3871,3871,Okay Bear #9946,Grey,Puffer Jacket,Defeated,,Dark Brown,Flat Hat,Wheat,12.61,2.27,5.26,66.72,12.68,2.9000000000000004,2.17,3872,8.016036957944487e-09,2.17,14.944285714285714,6,GJzGxHmyvwaTSZcpH5Nh87k9kqPmHsd84Tqd8vUPWxZR,99.2171
9383,9383,Okay Bear #9278,Green,Coat with Headphones,Okay,,Grizzly,,Pouting,12.6,0.8999999999999999,20.23,66.72,14.4,26.98,12.31,9384,7.320276160672141e-07,0.8999999999999999,22.02,5,DoHvD2fp9y9go2PVyCKEDPDpyb9Zr9TiiUAbGh2giCFk,99.21625
3600,3600,Okay Bear #438,White,Okay Tee,Defeated,Pixel Glasses,Grizzly,Runner Cap,Okay,12.65,2.73,5.26,3.2,14.4,3.39,23.05,3601,6.540666642461951e-09,2.73,9.24,7,ArNiqK4wNoBrxQ4FiJeDdD9hbhtre6VqhiqQ56DVLjwn,99.214935
6764,6764,Okay Bear #7148,Purple,Black Tee,Happy,,Sand,Baker Boy Hat,Pouting,11.87,3.83,7.88,66.72,8.18,2.14,12.31,6765,5.150588786491909e-08,2.14,16.132857142857144,6,8E4cQcBVWUoRASBZzSVMUvjZVTUMzPPUunxQZyC2aouM,99.213295
4099,4099,Okay Bear #2805,Grey,Golf Polo,Sad,,Ginger,Bandana,Gah,12.61,2.0,5.07,66.72,6.0600000000000005,4.24,4.26,4100,9.338070728873505e-09,2.0,14.422857142857142,6,AQujussAyuN8t6EiKuCvGri9by9tqse1k2rWg8uV7oyg,99.21261
9587,9587,Okay Bear #575,Cream,,Disappointed,,Tan,Pencil,Pouting,13.26,19.65,9.4,66.72,14.13,3.790000000000001,12.31,9588,1.0772819785551322e-06,3.790000000000001,19.89428571428572,5,Ep9hgToDStGa2E6KsFRYq1EzUSFpSXDUbF9xmZY1yCh3,99.211555
3946,3946,Okay Bear #1506,Warm Grey,Woven Sweater,Defeated,,Dark Brown,Baker Boy Hat,Huh,12.27,2.08,5.26,66.72,12.68,2.14,3.44,3947,8.360671289784916e-09,2.08,14.941428571428574,6,F37W4Pw7TMU1SfXLA3LUWusn45kPn2wE2Nmawu2cJGKa,99.20913
3572,3572,Okay Bear #4397,White,Black Tee,Happy,,Sand,Flat Cap,Raspberry,12.65,3.83,7.88,66.72,8.18,1.22,2.53,3573,6.4313953917234245e-09,1.22,14.715714285714286,6,B37FkgcJrttuYfQ89WXLneqiJZhZAeF3ytNkYaHVTd8V,99.20736
2665,2665,Okay Bear #6809,Grey,Hawaiian Shirt,Annoyed,Clear Glasses,Pink,,Beaming Smile,12.61,1.78,13.089999999999998,4.07,4.26,26.98,2.33,2666,3.2024076173311357e-09,1.78,9.302857142857144,6,GDwFfKnCAtd4aSjfPMsaiTE56xfvQoqr8yMENP5fsMz8,99.20602
4629,4629,Okay Bear #3565,Cream,Olive Windbreaker,Happy,Snow Goggles,Polar,,Okay,13.26,2.56,7.88,1.21,6.41,26.98,23.05,4630,1.2902265716874072e-08,1.21,11.621428571428574,6,5QxgyJKCVqW9EX2GQniHEBoexw4Z7LbYV7LyGtj6DoTo,99.20579
7037,7037,Okay Bear #5606,Warm Grey,Okay Hoodie,Spirited,,Tan,,Sneer,12.27,1.5,6.2,66.72,14.13,26.98,2.11,7038,6.124210523080419e-08,1.5,18.55857142857143,5,Ey3Kt8YHJmWg8bpTczyFwPTYwBwzCTr3NPqydoTvLcax,99.20575
9077,9077,Okay Bear #9456,Green,,Okay,,Albino,Sweatband,Clean Smile,12.6,19.65,20.23,66.72,4.5600000000000005,3.52,7.969999999999999,9078,4.2751449852113353e-07,3.52,19.321428571428573,5,4nSUAadpKDwPaKvx1KtUfrsLdH9hBBkiDwv7AjWuofPT,99.20425
8499,8499,Okay Bear #3427,Cream,Vintage Shirt,Okay,,Green,Black Bucket Hat,Okay,13.26,2.75,20.23,66.72,4.5600000000000005,4.12,23.05,8500,2.1313811803191754e-07,2.75,19.24142857142857,6,7uQHZXM5CbmvjYhwuhZs8WpUWsiLDvic6RBz1oVyC4AS,99.20355
7313,7313,Okay Bear #4186,Blue,Double Jacket,Sad,,Grizzly,Backwards Skate Cap,Okay,12.52,2.51,5.07,66.72,14.4,2.12,23.05,7314,7.480167622896864e-08,2.12,18.055714285714284,6,8pnXsFi6tUrHbxgNzjcDGQ85ADFnhizrC8JYjMEH9k3T,99.20254
2386,2386,Okay Bear #5777,White,Torn Sleeveless Tee,Annoyed,Snow Goggles,Polar,,Beaming Smile,12.65,3.15,13.089999999999998,1.21,6.41,26.98,2.33,2387,2.5432086500651723e-09,1.21,9.402857142857142,6,BoF6PwmskXzNtusdBUZNRYiNQ1Z2tCA5DxnExoi28bAr,99.20234
5862,5862,Okay Bear #3769,Purple,Summer Shirt,Okay,Pixel Glasses,Dark Brown,Skate Cap,Okay,11.87,2.29,20.23,3.2,12.68,5.510000000000002,23.05,5863,2.833830332243228e-08,2.29,11.261428571428572,7,AoHJ1iCBukWaCs91PHnPkwfx9dMdanEACgt4B6CBQenC,99.20225
2507,2507,Okay Bear #2881,Warm Grey,Suede Jacket,Annoyed,,Red Panda,Mumford Hat,Oou,12.27,2.02,13.089999999999998,66.72,2.76,1.7500000000000002,2.71,2508,2.8334009682607305e-09,1.7500000000000002,14.474285714285712,6,C4RyS87T2nkLe7wt7TyCnWDc7Lcg4Huph3eM94ziAtHm,99.20149
7853,7853,Okay Bear #3546,Grey,,Spirited,Wayfarer Sunglasses,Red Panda,,Okay,12.61,19.65,6.2,4.38,2.76,26.98,23.05,7854,1.1549558911043847e-07,2.76,13.661428571428573,5,2GqAxNUrQj4YXJUd7PnSATb9QKEqdHdDCiVtxzJCNaJz,99.19985
6380,6380,Okay Bear #24,Blue,,Sarcastic,Round Glasses,Grizzly,,Toothpick,12.52,19.65,9.65,3.74,14.4,26.98,1.16,6381,4.00154979679716e-08,1.16,12.585714285714285,5,7N2rCN4bm9rFRa8YHbFoTRAeG8tDB9UyudAymvAhvZ5W,99.1967
2388,2388,Okay Bear #2475,Blue,Overalls,Sad,,Sand,Mumford Hat,Hmm,12.52,1.39,5.07,66.72,8.18,1.7500000000000002,3.02,2389,2.544962699308499e-09,1.39,14.092857142857142,6,AoU76m63ySi2qgV35F8TmkoqhbrVn3k7YoyYhuJdJXSv,99.19497
6864,6864,Okay Bear #9772,White,Okay Tee,Defeated,,Tan,Worn Out Beanie,Pouting,12.65,2.73,5.26,66.72,14.13,2.6,12.31,6865,5.481109988673072e-08,2.6,16.62857142857143,6,HLYm9KaSy4F7hrFuRaq2j7cePT1TtAhoPcmMXPsA1csd,99.19369
5600,5600,Okay Bear #7077,White,Faded Denim Jacket,Tired,,Dark Brown,Worn Out Cap,Wry,12.65,1.93,4.54,66.72,12.68,2.79,9.22,5601,2.4122043865261235e-08,1.93,15.790000000000004,6,FuV5iQmz4xGt2N7miFJutfviCtcUNn7GErN1NsDft1nV,99.19313
8600,8600,Okay Bear #7606,Grey,Striped Tee,Disappointed,,Panda,,Clean Smile,12.61,3.5700000000000003,9.4,66.72,3.9,26.98,7.969999999999999,8601,2.3677294047602248e-07,3.5700000000000003,18.735714285714284,5,GBUDVUEfidiqUmbCug7SjpRq5T3fE2xiU2MNgYetdw1R,99.19286
8609,8609,Okay Bear #4594,White,Olive Windbreaker,Closed,,Grizzly,,Wry,12.65,2.56,3.1,66.72,14.4,26.98,9.22,8610,2.399294623256543e-07,2.56,19.375714285714285,5,4wcvw96KkhLgBwgS5GqHcC7ZzA3oE96E4vsCbh5baX1M,99.19179
6917,6917,Okay Bear #8669,Grey,Overalls,Sad,,Grizzly,Flat Hat,Okay,12.61,1.39,5.07,66.72,14.4,2.9000000000000004,23.05,6918,5.7072290622966014e-08,1.39,18.02,6,CX9F1cTSmqyBxXaJ4F3AqEdRZRQdWMkD9BgzT97YEbhk,99.19028
8029,8029,Okay Bear #8697,Grey,Torn Sleeveless Tee,Annoyed,,Panda,Bandana,Okay,12.61,3.15,13.089999999999998,66.72,3.9,4.24,23.05,8030,1.3222778345632213e-07,3.15,18.10857142857143,6,3hyfGLmu7mkz3z13DGhmUUGD8TJBgHcgU1xR2ZVSC9YB,99.18972
9514,9514,Okay Bear #5999,White,,Sarcastic,,Sand,Visor,Okay,12.65,19.65,9.65,66.72,8.18,3.09,23.05,9515,9.324362391065157e-07,3.09,20.427142857142854,5,7mJew3CtaPbCVNzu7rznhnmsE34xWY3A9unCaiVfUZao,99.188805
7251,7251,Okay Bear #7386,Purple,Hoodie with Headphones,Spirited,,Sun,,Wry,11.87,2.27,6.2,66.72,2.59,26.98,9.22,7252,7.181198537169408e-08,2.27,17.978571428571428,5,YzAXB42ffkcauBGh7QveZcz2ShADYZcXyM5UToaapy9,99.18834
1143,1143,Okay Bear #6204,Yellow,Vintage Windbreaker,Interested,Wayfarer Sunglasses,Sand,,Earphones,12.22,1.93,6.710000000000001,4.38,8.18,26.98,0.49,1144,7.495773838872408e-10,0.49,8.698571428571428,6,GUnsU3cjSWi4tomCCiYk6SjQ85kJas3PLg4Y4nPqj2kv,99.18815
8791,8791,Okay Bear #3452,Warm Grey,,Interested,,Green,Pom Pom Beanie,Okay,12.27,19.65,6.710000000000001,66.72,4.5600000000000005,2.56,23.05,8792,2.904433337040675e-07,2.56,19.360000000000007,5,7AqNbXY4AxMdbaZtvABw7fCcjsZwmCtvSP9RzSZUixcx,99.18572
2336,2336,Okay Bear #9681,White,Formal Vest,Closed,Wayfarer Sunglasses,Dark Brown,Visor,Okay,12.65,1.5699999999999998,3.1,4.38,12.68,3.09,23.05,2337,2.4354243558596755e-09,1.5699999999999998,8.645714285714286,7,HkZnF4MYhCsPs5gWmUrPtAQV158feZ9pAirB8D4cD4GV,99.18474
7396,7396,Okay Bear #8524,Green,Wool Overcoat,Sarcastic,,Dark Brown,Worn Out Cap,Okay,12.6,1.2,9.65,66.72,12.68,2.79,23.05,7397,7.938336944393049e-08,1.2,18.38428571428572,6,5jw3p14KhAgZukR9FufZWR7vMVMAnL7LBGDVvN5kSRvn,99.18428
2421,2421,Okay Bear #8971,Blue,Olive Windbreaker,Okay,Wayfarer Sunglasses,Dark Brown,Visor,Beaming Smile,12.52,2.56,20.23,4.38,12.68,3.09,2.33,2422,2.5926741729455873e-09,2.33,8.255714285714285,7,2A9L258L9C2q2EpsxbwichrBb4R9kR3a7RfKueTEPMZf,99.18313
8070,8070,Okay Bear #8224,Purple,Silk Robe,Disappointed,,Grizzly,,Clean Smile,11.87,0.6,9.4,66.72,14.4,26.98,7.969999999999999,8071,1.3830841978116153e-07,0.6,19.70571428571429,5,8fTBRqf9ko1tUBSvrqoPqosgVxp2L1ZPrafDCer1y8BH,99.18254
4317,4317,Okay Bear #3060,Cream,Autumn Sweater,Annoyed,,Dark Brown,Ear Tag,Haa,13.26,1.7500000000000002,13.089999999999998,66.72,12.68,1.91,2.2,4318,1.0798229625485697e-08,1.7500000000000002,15.944285714285714,6,GyYA9SS9NXC1NUdv2YZXkHmeHRf68waQPR5NNUHnBUid,99.18041
5101,5101,Okay Bear #8115,Yellow,Sleeveless Tee,Okay,Pixel Glasses,Ginger,Skate Cap,Okay,12.22,2.86,20.23,3.2,6.0600000000000005,5.510000000000002,23.05,5102,1.7413186556598798e-08,2.86,10.447142857142856,7,BpzVJjy4NuiCbnQWnc8TK67mbB5J5612WuXMSaXf9bEx,99.180275
9838,9838,Okay Bear #2225,Grey,,Okay,,Tan,Pom Pom Beanie,Okay,12.61,19.65,20.23,66.72,14.13,2.56,23.05,9839,2.788576855891884e-06,2.56,22.707142857142852,5,59cdqVmqW9yFfgWiCTQkgTnrZuAPaAuPm17NWu4WMrRi,99.17933
9707,9707,Okay Bear #6072,Purple,,Disappointed,,Sand,Skate Cap,Okay,11.87,19.65,9.4,66.72,8.18,5.510000000000002,23.05,9708,1.519752957263692e-06,5.510000000000002,20.62571428571429,5,GkhR7Ykq5fPnBM1WqUvkGsYCaSTZeHL2qqQh2PoWtrFu,99.1793
6228,6228,Okay Bear #2513,Green,Lumber Jacket,Spirited,,Polar,Pencil,Okay,12.6,1.24,6.2,66.72,6.41,3.790000000000001,23.05,6229,3.619162860834367e-08,1.24,17.144285714285715,6,H95EqNv8UbyfPAHaCNGonxLzm2dsPDoEx2f5aFU1obdV,99.17916
2398,2398,Okay Bear #8988,Yellow,Hoodie with Headphones,Okay,,Sun,Mumford Hat,Ugh,12.22,2.27,20.23,66.72,2.59,1.7500000000000002,1.51,2399,2.5624992299838653e-09,1.51,15.327142857142857,6,Hp7EvMhKxVWJB1LRkU5EEnYZnpzxyYhJtEN74LNRizDU,99.17713
9537,9537,Okay Bear #4304,Grey,,Disappointed,,Dark Brown,Baker Boy Hat,Okay,12.61,19.65,9.4,66.72,12.68,2.14,23.05,9538,9.719982636920741e-07,2.14,20.892857142857142,5,3iw9Z9oJaETJFYBzKuzdqM3C9oZpusiNikv2K14vquMX,99.177
4150,4150,Okay Bear #2586,Purple,Sling Pack,Defeated,,Grizzly,Classic Cap,Wheat,11.87,2.2,5.26,66.72,14.4,3.37,2.17,4151,9.650888728368815e-09,2.17,15.141428571428573,6,CaBZRsvHmy6c2dFgacoF4kECaENNrs9D2Q1NAEhc1rt4,99.17595
8015,8015,Okay Bear #6697,Grey,,Sarcastic,,Polar,Bandana,Hmm,12.61,19.65,9.65,66.72,6.41,4.24,3.02,8016,1.3094587479070264e-07,3.02,17.47142857142857,5,GEfBdktDYLPcSJzsSmFU8xCoiTRkH3e9SeyfAJgrimWf,99.17366
3547,3547,Okay Bear #5150,Cream,Okay Tee,Disappointed,Wayfarer Sunglasses,Albino,,Huh,13.26,2.73,9.4,4.38,4.5600000000000005,26.98,3.44,3548,6.307733929371744e-09,2.73,9.25,6,ArcPhJEYy884fptSpTkyBmUcqqTXng3bGNasykFFTwKd,99.17205
8756,8756,Okay Bear #8800,Yellow,Cord Tracksuit,Defeated,,Tan,,Pouting,12.22,1.39,5.26,66.72,14.13,26.98,12.31,8757,2.7974990521968226e-07,1.39,19.858571428571427,5,Ewt5GntHxBzXWYY27pPRTCLkPx2xQruQBm51tCH7sC2,99.17162
7002,7002,Okay Bear #2430,White,Summer Shirt,Happy,,Grizzly,,Bubble Gum,12.65,2.29,7.88,66.72,14.4,26.98,1.01,7003,5.976323173367533e-08,1.01,18.847142857142853,5,JDDGqCBLSSUez6aLSCUeuPtYTF6ZJhqoZbydkayS2Dmw,99.17015
9260,9260,Okay Bear #7819,Green,Puffer Jacket,Annoyed,,Andean,,Okay,12.6,2.27,13.089999999999998,66.72,3.77,26.98,23.05,9261,5.856610095147679e-07,2.27,21.211428571428566,5,BF4z1bB9mu6fq3aN7z8y4zU3GURrkyfRX9CmdSJceJs2,99.16825
1683,1683,Okay Bear #2636,White,Okay Hoodie,Tired,Circle Sunglasses,Tan,Mumford Hat,Okay,12.65,1.5,4.54,2.82,14.13,1.7500000000000002,23.05,1684,1.384643228063288e-09,1.5,8.634285714285713,7,8ybG24Ggcdb4n2t3cGVTHRn7AGjpNQgEij5aNvaLJfam,99.16727
5254,5254,Okay Bear #5474,Yellow,Torn Tee,Annoyed,,Green,Visor,Pouting,12.22,1.04,13.089999999999998,66.72,4.5600000000000005,3.09,12.31,5255,1.92522549576617e-08,1.04,16.147142857142857,6,Ad3s5Y26KUZeaLrrfpUiaGSaw4H9Pagc4ohGibXUcFjQ,99.16547
4267,4267,Okay Bear #2365,Blue,Pullover Windbreaker,Sad,,Red Panda,Skate Cap,Clean Smile,12.52,2.04,5.07,66.72,2.76,5.510000000000002,7.969999999999999,4268,1.047170732530187e-08,2.04,14.655714285714287,6,7Hb4ih7uyQSHLWVcBWqW3nB4Mfux7vbehN59MSevYP3M,99.16547
9615,9615,Okay Bear #3789,Blue,,Annoyed,,Tan,Black Bucket Hat,Wry,12.52,19.65,13.089999999999998,66.72,14.13,4.12,9.22,9616,1.15327497064431e-06,4.12,19.921428571428574,5,9VjGA2zRSp9F8FeS1SE3G69UJoKvY3LF96mfz2CPMAV3,99.16504
5585,5585,Okay Bear #9682,Purple,Winter Scarf,Annoyed,,Grizzly,Flat Hat,Wry,11.87,0.6,13.089999999999998,66.72,14.4,2.9000000000000004,9.22,5586,2.394909267487672e-08,0.6,16.97142857142857,6,g7ESuabsJikqDiwULu6ieWFP7KM16Eymq1gBLLxzMzT,99.16307
2267,2267,Okay Bear #8497,White,Formal Vest,Sarcastic,Circle Sunglasses,Ginger,Backwards Flat Cap,Okay,12.65,1.5699999999999998,9.65,2.82,6.0600000000000005,3.03,23.05,2268,2.287456173617289e-09,1.5699999999999998,8.404285714285715,7,3SCh2EYoVkbC1kypxr1Rc3fgdbMrhDaXB6TvQpDoJNtk,99.160645
6788,6788,Okay Bear #6018,Cream,,Disappointed,,Ginger,Army Hat,Haa,13.26,19.65,9.4,66.72,6.0600000000000005,2.39,2.2,6789,5.206947225465173e-08,2.2,17.09714285714286,5,Cp2FjwhFroFR847jtgyktKSiFEx8PgNRgkhuD8LiwjAZ,99.16016
9371,9371,Okay Bear #8848,Purple,,Disappointed,,Tan,Pencil,Wry,11.87,19.65,9.4,66.72,14.13,3.790000000000001,9.22,9372,7.222864335966644e-07,3.790000000000001,19.254285714285714,5,9CHCePfbUj3vab4mfsvQ4gq1UWRhKm2kyGjpsqE4JHkc,99.15993
3569,3569,Okay Bear #4520,White,Scarf,Happy,,Black,Flat Cap,Pouting,12.65,1.3,7.88,66.72,4.95,1.22,12.31,3570,6.427457526932957e-09,1.22,15.29,6,6ydSWrq9vUQBMY9sBRiEM7YCsoFXD8yuBD1ADLVcNnPC,99.15973
3230,3230,Okay Bear #9209,Green,Cord Tracksuit,Spirited,Holographic,Pink,,Okay,12.6,1.39,6.2,1.71,4.26,26.98,23.05,3231,4.9192129057439605e-09,1.39,10.884285714285712,6,5uqozEuMHZmGK1haxzCPR1nmncpJoLeeo2semQgidjrD,99.15763
6063,6063,Okay Bear #6116,Green,,Spirited,Wayfarer Sunglasses,Tan,Worn Out Cap,Pouting,12.6,19.65,6.2,4.38,14.13,2.79,12.31,6064,3.262896648926835e-08,2.79,10.294285714285717,6,EW464h1azWbZB4CxSdvg1cVikLBw5ouHpHfXYi9Tuo2M,99.1572
8882,8882,Okay Bear #3250,Blue,,Interested,,Ginger,Baker Boy Hat,Okay,12.52,19.65,6.710000000000001,66.72,6.0600000000000005,2.14,23.05,8883,3.2923255218298785e-07,2.14,19.550000000000004,5,7zRgF7WtxqRVMmTmDpawbqGVpaoUF7aY5vsu9zNXVH4Q,99.156944
2228,2228,Okay Bear #353,Cream,Cord Tracksuit,Disappointed,,Sand,Black Bucket Hat,Gaiter,13.26,1.39,9.4,66.72,8.18,4.12,0.5700000000000001,2229,2.2205859668317573e-09,0.5700000000000001,14.805714285714288,6,BkMHgQbddzBnGYcyKxtQZPw9kawsB3GupfYPuXnMExTw,99.156715
4356,4356,Okay Bear #3115,Green,Sleeveless Tee,Okay,Wayfarer Sunglasses,Ginger,,Sneer,12.6,2.86,20.23,4.38,6.0600000000000005,26.98,2.11,4357,1.1015484312455375e-08,2.11,10.745714285714287,6,8ZSiQdD3QxwaJNMyxGxakF3euZ2M1CoakCbJYgMAcCWD,99.155334
5378,5378,Okay Bear #1705,Warm Grey,Silk Robe,Okay,,Polar,Black Bucket Hat,Clean Smile,12.27,0.6,20.23,66.72,6.41,4.12,7.969999999999999,5379,2.0915165258825464e-08,0.6,16.90285714285714,6,EDg7MAd5V65GaSZWdfUz5xTLmWFzBsaRQ3EBYZcBw3Lh,99.15527
4528,4528,Okay Bear #6518,Cream,Pullover Windbreaker,Defeated,,Green,Sticky Note,Pouting,13.26,2.04,5.26,66.72,4.5600000000000005,2.3,12.31,4529,1.2256492530777793e-08,2.04,15.207142857142859,6,4uMLARk89MUC5VqKuEJSLEEFRhFWRn9tsb4TgwqCUpm8,99.15222
7557,7557,Okay Bear #2968,Yellow,,Happy,Clear Glasses,Grizzly,Sweatband,Okay,12.22,19.65,7.88,4.07,14.4,3.52,23.05,7558,8.997678530906758e-08,3.52,12.112857142857145,6,6xWbCTCTvyPQhCP2ExbA2gnpAuXBVsATDguBe1dFcbAr,99.15199
7581,7581,Okay Bear #1891,Cream,Okay Tee,Tired,,Tan,Pom Pom Beanie,Okay,13.26,2.73,4.54,66.72,14.13,2.56,23.05,7582,9.142629455820402e-08,2.56,18.141428571428573,6,FopL6GX9zSBZDswWv8eQwVuVQq7mTG4Q5myqTdrUS7np,99.15186
8927,8927,Okay Bear #4751,Blue,,Spirited,,Dark Brown,Runner Cap,Clean Smile,12.52,19.65,6.2,66.72,12.68,3.39,7.969999999999999,8928,3.486517776506234e-07,3.39,18.447142857142858,5,GJMnxGz84X4YJdfbgdUwvtvskpwcHUjuZFR9xmc62QJC,99.15081
7956,7956,Okay Bear #3002,Cream,Polo with Headphones,Annoyed,,Tan,Beret,Okay,13.26,1.14,13.089999999999998,66.72,14.13,2.92,23.05,7957,1.255567317925429e-07,1.14,19.187142857142856,6,F2y2yo9DwdCWukkHy3tkfXETobt5V6dNmEL3Pp8GeffQ,99.14908
7266,7266,Okay Bear #431,Green,Tech Jacket,Spirited,,Tan,Black Bucket Hat,Okay,12.6,1.04,6.2,66.72,14.13,4.12,23.05,7267,7.273809439580437e-08,1.04,18.26571428571429,6,DndtbgkMSqE1eHEoh3AN4DWs93Sw7jjLJF411s6CQrjd,99.144485
2174,2174,Okay Bear #5460,Purple,Leather Jacket,Defeated,Aviator Sunglasses,Dark Brown,Black Bucket Hat,Pouting,11.87,1.3,5.26,4.09,12.68,4.12,12.31,2175,2.1349005343952207e-09,1.3,7.375714285714285,7,6C2TcWYaFt9UgvqwMHyq7d763zar8orZ5asuq875ktWg,99.144455
5059,5059,Okay Bear #5271,Yellow,Hoodie with Headphones,Tired,,Tan,Classic Cap,Gah,12.22,2.27,4.54,66.72,14.13,3.37,4.26,5060,1.7044749203801395e-08,2.27,15.358571428571427,6,4jCK1eoRRMcwYFg2u4jrfVHn6UiMWChgq3vd1EZkHZBR,99.14354
8639,8639,Okay Bear #7931,Warm Grey,Sleeveless Tee,Okay,,Polar,Sweatband,Okay,12.27,2.86,20.23,66.72,6.41,3.52,23.05,8640,2.4633954729804825e-07,2.86,19.294285714285714,6,4k5LUzQ9MdaXKFsc5j9vVPftSi92D3nPnoDU4ukJapLw,99.14347
2441,2441,Okay Bear #6413,Green,Vintage Shirt,Okay,Clear Glasses,Dark Brown,Runner Cap,Wheat,12.6,2.75,20.23,4.07,12.68,3.39,2.17,2442,2.661167534537497e-09,2.17,8.270000000000001,7,28P8oZSKHbtLcifgifcndsrnU4YxYcm6Hr67bRSZ31Dp,99.138885
4727,4727,Okay Bear #1491,Cream,Camel Coat,Spirited,,Dark Brown,Baker Boy Hat,Clean Smile,13.26,1.16,6.2,66.72,12.68,2.14,7.969999999999999,4728,1.3760701961560157e-08,1.16,15.732857142857144,6,Cay1gFK23RvreYR3vP2QGP79p1Nt6hc8BHXe9B2zWKvp,99.138756
3736,3736,Okay Bear #7381,Cream,Loose Overalls,Annoyed,Wayfarer Sunglasses,Grizzly,Visor,Clean Smile,13.26,2.68,13.089999999999998,4.38,14.4,3.09,7.969999999999999,3737,7.225557610282082e-09,2.68,8.409999999999998,7,4ugczxkrYLjtWYNg1rm9Nvwmc3ed3SCo2g5WnpSyn8up,99.13567
3175,3175,Okay Bear #2637,Grey,Striped Tee,Defeated,Snow Goggles,Grizzly,,Gah,12.61,3.5700000000000003,5.26,1.21,14.4,26.98,4.26,3176,4.742075384913169e-09,1.21,9.755714285714284,6,EFsx5FdYfGzHTyt9eSRk6UmsH5m5VBPDZ6Q9N5FqtBdt,99.13515
6244,6244,Okay Bear #839,Purple,Lumber Jacket,Interested,,Sand,Skate Cap,Pouting,11.87,1.24,6.710000000000001,66.72,8.18,5.510000000000002,12.31,6245,3.656065076254096e-08,1.24,16.07714285714286,6,4uz5kiPrGPRA1A8JMvBTR2UfHw9ryqjLJvAZ9dE6tzXv,99.133446
7130,7130,Okay Bear #1303,Cream,,Tired,,Sand,Classic Cap,Hmm,13.26,19.65,4.54,66.72,8.18,3.37,3.02,7131,6.570646710893469e-08,3.02,16.962857142857143,5,5ioX5GWnTLdsYPn7M6GjgUsSgL4xSzvgkRpCXwHWkaV2,99.13197
6759,6759,Okay Bear #139,Blue,Striped Tee,Spirited,,Polar,Sweatband,Pouting,12.52,3.5700000000000003,6.2,66.72,6.41,3.52,12.31,6760,5.135456064526896e-08,3.52,15.892857142857142,6,3GrqDmZUq9ra6aowW92VdwEtNXA8Z5D11uD3n6yxGTgz,99.13112
5233,5233,Okay Bear #858,Warm Grey,Autumn Sweater,White Glow,,Grizzly,Runner Cap,Clean Smile,12.27,1.7500000000000002,3.41,66.72,14.4,3.39,7.969999999999999,5234,1.9006998468827845e-08,1.7500000000000002,15.70142857142857,6,J5ruUtPbkokm96abFVHuVfdurDoDZSMGjPgBgQ5E496G,99.1302
6114,6114,Okay Bear #9205,White,Okay Tee,Okay,Snow Goggles,Polar,,Okay,12.65,2.73,20.23,1.21,6.41,26.98,23.05,6115,3.3698093442227837e-08,1.21,13.322857142857144,6,8EegnXErG6XwYKCUvNJUR2jutGZkfq8esCg4KrECqRE7,99.12869
